outlet_code,outlet_name,slug,city,region,address,postal_code,phone,email,status,timezone,manager_name,manager_phone,manager_email,latitude,longitude,google_maps_url,location_status,location_source,confidence,provider,formatted_address,prep_minutes,notes,telegram_enabled,whatsapp_enabled,mon_fri_open,mon_fri_close,saturday_open,saturday_close,sunday_open,sunday_close
TGR-10,Selalu Teh - 82 Bukit Biru,selalu-teh-bukit-biru,Tenggarong,Kalimantan Timur,"Jl. Pahlawan, Bukit Biru, Kec. Tenggarong, Kabupaten Kutai Kartanegara, Kalimantan Timur 75511",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.4572244783,116.9892506,https://maps.app.goo.gl/utBobWykZSe5xJDo9,VERIFIED,manual,high,manual,"Jl. Pahlawan, Bukit Biru, Kec. Tenggarong, Kabupaten Kutai Kartanegara, Kalimantan Timur 75511",18,,TRUE,TRUE,6:00,20:00,6:00,21:00,6:00,20:00
BTG-03,Selalu Teh - 84 Lok Tuan,selalu-teh-lok-tuan,Bontang,Kalimantan Timur,jl. RE. Martadinata Bontang,,85347731924,,paused,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,0.1701146546,117.4805209,https://maps.app.goo.gl/UqKcVYozeus7BY4S7,VERIFIED,manual,high,manual,jl. RE. Martadinata Bontang,18,,TRUE,TRUE,7:00,21:00,7:00,22:00,7:00,21:00
SMR-28,Selalu Teh - 85 Harapan baru,selalu-teh-harapan-baru,Samarinda,Kalimantan Timur,"Jl. Cipto Mangunkusumo No.17, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75136",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.5396933874,117.1063502,https://maps.app.goo.gl/AJBkkpkqttiDyYuy5,VERIFIED,manual,high,manual,"Jl. Cipto Mangunkusumo No.17, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75136",18,,TRUE,TRUE,8:00,22:00,8:00,23:00,8:00,22:00
SMR-29,Selalu Teh - 90 Mangkupalas,selalu-teh-mangkupalas,Samarinda,Kalimantan Timur,"Jl. Komura IV Gg. Karya Baruna Mesjid, Samarinda Seberang, Samarinda City, East Kalimantan 75251",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.5233821592,117.1481987,https://maps.app.goo.gl/oRntimkNjPcDDKJM6,VERIFIED,manual,high,manual,"Jl. Komura IV Gg. Karya Baruna Mesjid, Samarinda Seberang, Samarinda City, East Kalimantan 75251",18,,TRUE,TRUE,9:00,23:00,9:00,0:00,9:00,23:00
SMR-30,Selalu Teh - 11 Loa Janan 2,selalu-teh-loa-janan-2,Samarinda,Kalimantan Timur,"Jl. Cipto Mangunkusumo, Sengkotek, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75391",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.5691339847,117.0866706,https://maps.app.goo.gl/SkNUN9cysxcSEARw5,VERIFIED,manual,high,manual,"Jl. Cipto Mangunkusumo, Sengkotek, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75391",18,,TRUE,TRUE,10:00,0:00,10:00,1:00,10:00,0:00
SMR-31,Selalu Teh - Sungai Kapih,selalu-teh-sungai-kapih,Samarinda,Kalimantan Timur,"Jl. Sungai Kapih No.13, Sungai Kapih, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75251",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.531141,117.161865,https://maps.app.goo.gl/zXB6yrpyM4gGC6uH9,VERIFIED,manual,high,manual,"Jl. Sungai Kapih No.13, Sungai Kapih, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75251",18,,TRUE,TRUE,11:00,1:00,11:00,2:00,11:00,1:00
BPN-05,Selalu teh - Penegak,selalu-teh-penegak,Balikpapan,Kalimantan Timur,"Gg. Damai Jl. Penegak, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76116",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-1.264108688,116.8640275,https://maps.app.goo.gl/meFqd8VZUhCMezn7A,VERIFIED,manual,high,manual,"Gg. Damai Jl. Penegak, Damai, Kec. Balikpapan Kota, Kota Balikpapan, Kalimantan Timur 76116",18,,TRUE,TRUE,12:00,2:00,12:00,3:00,12:00,2:00
BPN-06,Selalu teh - Ewalk,selalu-teh-ewalk,Balikpapan,Kalimantan Timur,"Jl. Jenderal Sudirman No.47, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114",,85347731924,,paused,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-1.2729484,116.8593933,https://maps.app.goo.gl/YLGtCZTN7pNh1rLv8,VERIFIED,manual,high,manual,"Jl. Jenderal Sudirman No.47, Gn. Bahagia, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76114",18,,TRUE,TRUE,13:00,3:00,13:00,4:00,13:00,3:00
SMR-32,Selalu teh - Sutami ,selalu-teh-sutami,Samarinda,Kalimantan Timur,"Jl. Ir. Sutami, Karang Asam Ulu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75126",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.5218312532,117.1153824,https://maps.app.goo.gl/uGego8sPZVBFZRqm8,VERIFIED,manual,high,manual,"Jl. Ir. Sutami, Karang Asam Ulu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75126",18,,TRUE,TRUE,14:00,4:00,14:00,5:00,14:00,4:00
SMR-33,Selalu Teh - Lempake,selalu-teh-lempake,Samarinda,Kalimantan Timur,"Jl. Gn. Kapur 1, Lempake, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75113",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.4350858667,117.2066774,https://maps.app.goo.gl/J7mRDSKSn1U4CMv18,VERIFIED,manual,high,manual,"Jl. Gn. Kapur 1, Lempake, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75113",18,,TRUE,TRUE,15:00,5:00,15:00,6:00,15:00,5:00
SMR-34,Selalu Teh - Loa Janan 1,selalu-teh-loa-janan-1,Samarinda,Kalimantan Timur,"Jl. Gerbang Dayaku Jl. Lintas Kalimantan Poros Tengah No.17, Loa Janan Ulu, Kec. Loa Janan, Kota Samarinda, Kalimantan Timur 75391",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.5787677994,117.0852583,https://maps.app.goo.gl/VMn779LDtfKrvSa87,VERIFIED,manual,high,manual,"Jl. Gerbang Dayaku Jl. Lintas Kalimantan Poros Tengah No.17, Loa Janan Ulu, Kec. Loa Janan, Kota Samarinda, Kalimantan Timur 75391",18,,TRUE,TRUE,16:00,6:00,16:00,7:00,16:00,6:00
SMR-35,Selalu teh - Harun Nafsi,selalu-teh-harun-nafsi,Samarinda,Kalimantan Timur,"Jl. KH. Harun Nafsi, Rapak Dalam, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75251",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.5180364989,117.1417813,https://maps.app.goo.gl/b2rLtMW1MKpn46seA,VERIFIED,manual,high,manual,"Jl. KH. Harun Nafsi, Rapak Dalam, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75251",18,,TRUE,TRUE,17:00,7:00,17:00,8:00,17:00,7:00
SMR-36,Selalu teh - Walter monginsidi,selalu-teh-walter-monginsidi,Samarinda,Kalimantan Timur,"Jl. R. W. Monginsidi, Samarinda Ulu, Samarinda City, East Kalimantan 75123",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.4882554667,117.1454537,https://maps.app.goo.gl/xYV5MYUEfVk6D2JY9,VERIFIED,manual,high,manual,"Jl. R. W. Monginsidi, Samarinda Ulu, Samarinda City, East Kalimantan 75123",18,,TRUE,TRUE,18:00,8:00,18:00,9:00,18:00,8:00
SMR-37,Selalu Teh - Gn. Lingai,selalu-teh-gn.-lingai,Samarinda,Kalimantan Timur,"Jl. Gn. Lingai, Sempaja Sel., Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75243",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.4601153442,117.1751977,https://maps.app.goo.gl/cz6pEv6PVAVT5C119,VERIFIED,manual,high,manual,"Jl. Gn. Lingai, Sempaja Sel., Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75243",18,,TRUE,TRUE,19:00,9:00,19:00,10:00,19:00,9:00
BPN-07,Selalu Teh - Mulawarman ,selalu-teh-mulawarman,Balikpapan,Kalimantan Timur,"Jl. Mulawarman No.151, Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-1.257034126,116.9214968,https://maps.app.goo.gl/ZFXC6aLzd52neuih8,VERIFIED,manual,high,manual,"Jl. Mulawarman No.151, Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur",18,,TRUE,TRUE,20:00,10:00,20:00,11:00,20:00,10:00
SMR-38,Selalu Teh - Ahmad Yani,selalu-teh-ahmad-yani,Samarinda,Kalimantan Timur,"Jl. Ahmad Yani, PermaiKec, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75117",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.4706007305,117.1689546,https://maps.app.goo.gl/KYPeXB3r55ZZqTB38,VERIFIED,manual,high,manual,"Jl. Ahmad Yani, PermaiKec, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75117",18,,TRUE,TRUE,21:00,11:00,21:00,12:00,21:00,11:00
SMR-39,Selalu Teh - Dirgahayu,selalu-teh-dirgahayu,Samarinda,Kalimantan Timur,"Jl. Gunung Merbabu, Jawa, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75112",,85347731924,,active,Asia/Makassar,Ridho,85347731924,mridhoda@gmail.com,-0.4988779861,117.1369636,https://maps.app.goo.gl/PeMo8YWRFznStxqw7,VERIFIED,manual,high,manual,"Jl. Gunung Merbabu, Jawa, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75112",18,,TRUE,TRUE,22:00,12:00,22:00,13:00,22:00,12:00
